"millis,stamp,datetime,motion,,,,"
"5164999,1343101831, 2012/7/24 3:50:31, Inactive,41114,0.160081019,0.097581019,7/24/2012 2:20"
"5165999,1343101832, 2012/7/24 3:50:32, Inactive,41114,0.160092593,0.097592593,7/24/2012 2:20"
"5166999,1343101833, 2012/7/24 3:50:33, Inactive,41114,0.160104167,0.097604167,7/24/2012 2:20"
"5168000,1343101834, 2012/7/24 3:50:34, Inactive,41114,0.160115741,0.097615741,7/24/2012 2:20"
"5168999,1343101835, 2012/7/24 3:50:35, Inactive,41114,0.160127315,0.097627315,7/24/2012 2:20"
"5169999,1343101836, 2012/7/24 3:50:36, Inactive,41114,0.160138889,0.097638889,7/24/2012 2:20"
"5170999,1343101837, 2012/7/24 3:50:37, Inactive,41114,0.160150463,0.097650463,7/24/2012 2:20"
"5171999,1343101838, 2012/7/24 3:50:38, Inactive,41114,0.160162037,0.097662037,7/24/2012 2:20"
"5173000,1343101839, 2012/7/24 3:50:39, Inactive,41114,0.160173611,0.097673611,7/24/2012 2:20"
"5173999,1343101840, 2012/7/24 3:50:40, Inactive,41114,0.160185185,0.097685185,7/24/2012 2:20"
"5175000,1343101841, 2012/7/24 3:50:41, Inactive,41114,0.160196759,0.097696759,7/24/2012 2:20"
"5175999,1343101842, 2012/7/24 3:50:42, Inactive,41114,0.160208333,0.097708333,7/24/2012 2:20"
"5176999,1343101843, 2012/7/24 3:50:43, Inactive,41114,0.160219907,0.097719907,7/24/2012 2:20"
"5177999,1343101844, 2012/7/24 3:50:44, Inactive,41114,0.160231481,0.097731481,7/24/2012 2:20"
"5178999,1343101845, 2012/7/24 3:50:45, Inactive,41114,0.160243056,0.097743056,7/24/2012 2:20"
"5179999,1343101846, 2012/7/24 3:50:46, Inactive,41114,0.16025463,0.09775463,7/24/2012 2:20"
"5180999,1343101847, 2012/7/24 3:50:47, Inactive,41114,0.160266204,0.097766204,7/24/2012 2:20"
"5181999,1343101848, 2012/7/24 3:50:48, Inactive,41114,0.160277778,0.097777778,7/24/2012 2:20"
"5182999,1343101849, 2012/7/24 3:50:49, Inactive,41114,0.160289352,0.097789352,7/24/2012 2:20"
"5184000,1343101850, 2012/7/24 3:50:50, Inactive,41114,0.160300926,0.097800926,7/24/2012 2:20"
"5184999,1343101851, 2012/7/24 3:50:51, Inactive,41114,0.1603125,0.0978125,7/24/2012 2:20"
"5185999,1343101852, 2012/7/24 3:50:52, Inactive,41114,0.160324074,0.097824074,7/24/2012 2:20"
"5186999,1343101853, 2012/7/24 3:50:53, Inactive,41114,0.160335648,0.097835648,7/24/2012 2:20"
"5187999,1343101854, 2012/7/24 3:50:54, Inactive,41114,0.160347222,0.097847222,7/24/2012 2:20"
"5188999,1343101855, 2012/7/24 3:50:55, Inactive,41114,0.160358796,0.097858796,7/24/2012 2:20"
"5189999,1343101856, 2012/7/24 3:50:56, Inactive,41114,0.16037037,0.09787037,7/24/2012 2:20"
"5191000,1343101857, 2012/7/24 3:50:57, Inactive,41114,0.160381944,0.097881944,7/24/2012 2:20"
"5191999,1343101858, 2012/7/24 3:50:58, Inactive,41114,0.160393519,0.097893519,7/24/2012 2:20"
"5192998,1343101859, 2012/7/24 3:50:59, Inactive,41114,0.160405093,0.097905093,7/24/2012 2:20"
"5193999,1343101860, 2012/7/24 3:51:0, Inactive,41114,0.160416667,0.097916667,7/24/2012 2:21"
"5194998,1343101861, 2012/7/24 3:51:1, Inactive,41114,0.160428241,0.097928241,7/24/2012 2:21"
"5196000,1343101862, 2012/7/24 3:51:2, Inactive,41114,0.160439815,0.097939815,7/24/2012 2:21"
"5196999,1343101863, 2012/7/24 3:51:3, Inactive,41114,0.160451389,0.097951389,7/24/2012 2:21"
"5197999,1343101864, 2012/7/24 3:51:4, Inactive,41114,0.160462963,0.097962963,7/24/2012 2:21"
"5198999,1343101865, 2012/7/24 3:51:5, Inactive,41114,0.160474537,0.097974537,7/24/2012 2:21"
"5200000,1343101866, 2012/7/24 3:51:6, Inactive,41114,0.160486111,0.097986111,7/24/2012 2:21"
"5200999,1343101867, 2012/7/24 3:51:7, Inactive,41114,0.160497685,0.097997685,7/24/2012 2:21"
"5201999,1343101868, 2012/7/24 3:51:8, Inactive,41114,0.160509259,0.098009259,7/24/2012 2:21"
"5202999,1343101869, 2012/7/24 3:51:9, Inactive,41114,0.160520833,0.098020833,7/24/2012 2:21"
"5203999,1343101870, 2012/7/24 3:51:10, Inactive,41114,0.160532407,0.098032407,7/24/2012 2:21"
"5204999,1343101871, 2012/7/24 3:51:11, Inactive,41114,0.160543981,0.098043981,7/24/2012 2:21"
"5205999,1343101872, 2012/7/24 3:51:12, Inactive,41114,0.160555556,0.098055556,7/24/2012 2:21"
"5207000,1343101873, 2012/7/24 3:51:13, Inactive,41114,0.16056713,0.09806713,7/24/2012 2:21"
"5207999,1343101874, 2012/7/24 3:51:14, Inactive,41114,0.160578704,0.098078704,7/24/2012 2:21"
"5208999,1343101875, 2012/7/24 3:51:15, Inactive,41114,0.160590278,0.098090278,7/24/2012 2:21"
"5209999,1343101876, 2012/7/24 3:51:16, Inactive,41114,0.160601852,0.098101852,7/24/2012 2:21"
"5210999,1343101877, 2012/7/24 3:51:17, Inactive,41114,0.160613426,0.098113426,7/24/2012 2:21"
"5211999,1343101878, 2012/7/24 3:51:18, Inactive,41114,0.160625,0.098125,7/24/2012 2:21"
"5212999,1343101879, 2012/7/24 3:51:19, Inactive,41114,0.160636574,0.098136574,7/24/2012 2:21"
"5214000,1343101880, 2012/7/24 3:51:20, Inactive,41114,0.160648148,0.098148148,7/24/2012 2:21"
"5214999,1343101881, 2012/7/24 3:51:21, Inactive,41114,0.160659722,0.098159722,7/24/2012 2:21"
"5216000,1343101882, 2012/7/24 3:51:22, Inactive,41114,0.160671296,0.098171296,7/24/2012 2:21"
"5216999,1343101883, 2012/7/24 3:51:23, Inactive,41114,0.16068287,0.09818287,7/24/2012 2:21"
"5217999,1343101884, 2012/7/24 3:51:24, Inactive,41114,0.160694444,0.098194444,7/24/2012 2:21"
"5218999,1343101885, 2012/7/24 3:51:25, Inactive,41114,0.160706019,0.098206019,7/24/2012 2:21"
"5219999,1343101886, 2012/7/24 3:51:26, Inactive,41114,0.160717593,0.098217593,7/24/2012 2:21"
"5220999,1343101887, 2012/7/24 3:51:27, Inactive,41114,0.160729167,0.098229167,7/24/2012 2:21"
"5221999,1343101888, 2012/7/24 3:51:28, Inactive,41114,0.160740741,0.098240741,7/24/2012 2:21"
"5223000,1343101889, 2012/7/24 3:51:29, Inactive,41114,0.160752315,0.098252315,7/24/2012 2:21"
"5223999,1343101890, 2012/7/24 3:51:30, Inactive,41114,0.160763889,0.098263889,7/24/2012 2:21"
"5224999,1343101891, 2012/7/24 3:51:31, Inactive,41114,0.160775463,0.098275463,7/24/2012 2:21"
"5225999,1343101892, 2012/7/24 3:51:32, Inactive,41114,0.160787037,0.098287037,7/24/2012 2:21"
"5226999,1343101893, 2012/7/24 3:51:33, Inactive,41114,0.160798611,0.098298611,7/24/2012 2:21"
"5227999,1343101894, 2012/7/24 3:51:34, Inactive,41114,0.160810185,0.098310185,7/24/2012 2:21"
"5228999,1343101895, 2012/7/24 3:51:35, Inactive,41114,0.160821759,0.098321759,7/24/2012 2:21"
"5229999,1343101896, 2012/7/24 3:51:36, Inactive,41114,0.160833333,0.098333333,7/24/2012 2:21"
"5230999,1343101897, 2012/7/24 3:51:37, Inactive,41114,0.160844907,0.098344907,7/24/2012 2:21"
"5232000,1343101898, 2012/7/24 3:51:38, Inactive,41114,0.160856481,0.098356481,7/24/2012 2:21"
"5232999,1343101899, 2012/7/24 3:51:39, Inactive,41114,0.160868056,0.098368056,7/24/2012 2:21"
"5233999,1343101900, 2012/7/24 3:51:40, Inactive,41114,0.16087963,0.09837963,7/24/2012 2:21"
"5234998,1343101901, 2012/7/24 3:51:41, Inactive,41114,0.160891204,0.098391204,7/24/2012 2:21"
"5235999,1343101902, 2012/7/24 3:51:42, Inactive,41114,0.160902778,0.098402778,7/24/2012 2:21"
"5236999,1343101903, 2012/7/24 3:51:43, Inactive,41114,0.160914352,0.098414352,7/24/2012 2:21"
"5237999,1343101904, 2012/7/24 3:51:44, Inactive,41114,0.160925926,0.098425926,7/24/2012 2:21"
"5239000,1343101905, 2012/7/24 3:51:45, Inactive,41114,0.1609375,0.0984375,7/24/2012 2:21"
"5239999,1343101906, 2012/7/24 3:51:46, Inactive,41114,0.160949074,0.098449074,7/24/2012 2:21"
"5240999,1343101907, 2012/7/24 3:51:47, Inactive,41114,0.160960648,0.098460648,7/24/2012 2:21"
"5241999,1343101908, 2012/7/24 3:51:48, Inactive,41114,0.160972222,0.098472222,7/24/2012 2:21"
"5242999,1343101909, 2012/7/24 3:51:49, Inactive,41114,0.160983796,0.098483796,7/24/2012 2:21"
"5244000,1343101910, 2012/7/24 3:51:50, Inactive,41114,0.16099537,0.09849537,7/24/2012 2:21"
"5244999,1343101911, 2012/7/24 3:51:51, Inactive,41114,0.161006944,0.098506944,7/24/2012 2:21"
"5245999,1343101912, 2012/7/24 3:51:52, Inactive,41114,0.161018519,0.098518519,7/24/2012 2:21"
"5246998,1343101913, 2012/7/24 3:51:53, Inactive,41114,0.161030093,0.098530093,7/24/2012 2:21"
"5248000,1343101914, 2012/7/24 3:51:54, Inactive,41114,0.161041667,0.098541667,7/24/2012 2:21"
"5248999,1343101915, 2012/7/24 3:51:55, Inactive,41114,0.161053241,0.098553241,7/24/2012 2:21"
"5249999,1343101916, 2012/7/24 3:51:56, Inactive,41114,0.161064815,0.098564815,7/24/2012 2:21"
"5250999,1343101917, 2012/7/24 3:51:57, Inactive,41114,0.161076389,0.098576389,7/24/2012 2:21"
"5251999,1343101918, 2012/7/24 3:51:58, Inactive,41114,0.161087963,0.098587963,7/24/2012 2:21"
"5252999,1343101919, 2012/7/24 3:51:59, Inactive,41114,0.161099537,0.098599537,7/24/2012 2:21"
"5253999,1343101920, 2012/7/24 3:52:0, Inactive,41114,0.161111111,0.098611111,7/24/2012 2:22"
"5254999,1343101921, 2012/7/24 3:52:1, Inactive,41114,0.161122685,0.098622685,7/24/2012 2:22"
"5255999,1343101922, 2012/7/24 3:52:2, Inactive,41114,0.161134259,0.098634259,7/24/2012 2:22"
"5256999,1343101923, 2012/7/24 3:52:3, Inactive,41114,0.161145833,0.098645833,7/24/2012 2:22"
"5257999,1343101924, 2012/7/24 3:52:4, Inactive,41114,0.161157407,0.098657407,7/24/2012 2:22"
"5258998,1343101925, 2012/7/24 3:52:5, Inactive,41114,0.161168981,0.098668981,7/24/2012 2:22"
"5259999,1343101926, 2012/7/24 3:52:6, Inactive,41114,0.161180556,0.098680556,7/24/2012 2:22"
"5260999,1343101927, 2012/7/24 3:52:7, Inactive,41114,0.16119213,0.09869213,7/24/2012 2:22"
"5261999,1343101928, 2012/7/24 3:52:8, Inactive,41114,0.161203704,0.098703704,7/24/2012 2:22"
"5262999,1343101929, 2012/7/24 3:52:9, Inactive,41114,0.161215278,0.098715278,7/24/2012 2:22"
"5264000,1343101930, 2012/7/24 3:52:10, Inactive,41114,0.161226852,0.098726852,7/24/2012 2:22"
"5264999,1343101931, 2012/7/24 3:52:11, Inactive,41114,0.161238426,0.098738426,7/24/2012 2:22"
"5265999,1343101932, 2012/7/24 3:52:12, Inactive,41114,0.16125,0.09875,7/24/2012 2:22"
"5266999,1343101933, 2012/7/24 3:52:13, Inactive,41114,0.161261574,0.098761574,7/24/2012 2:22"
"5267999,1343101934, 2012/7/24 3:52:14, Inactive,41114,0.161273148,0.098773148,7/24/2012 2:22"
"5268999,1343101935, 2012/7/24 3:52:15, Inactive,41114,0.161284722,0.098784722,7/24/2012 2:22"
"5269999,1343101936, 2012/7/24 3:52:16, Inactive,41114,0.161296296,0.098796296,7/24/2012 2:22"
"5271000,1343101937, 2012/7/24 3:52:17, Inactive,41114,0.16130787,0.09880787,7/24/2012 2:22"
"5271999,1343101938, 2012/7/24 3:52:18, Inactive,41114,0.161319444,0.098819444,7/24/2012 2:22"
"5272999,1343101939, 2012/7/24 3:52:19, Inactive,41114,0.161331019,0.098831019,7/24/2012 2:22"
"5273999,1343101940, 2012/7/24 3:52:20, Inactive,41114,0.161342593,0.098842593,7/24/2012 2:22"
"5274998,1343101941, 2012/7/24 3:52:21, Inactive,41114,0.161354167,0.098854167,7/24/2012 2:22"
"5275998,1343101942, 2012/7/24 3:52:22, Inactive,41114,0.161365741,0.098865741,7/24/2012 2:22"
"5276999,1343101943, 2012/7/24 3:52:23, Inactive,41114,0.161377315,0.098877315,7/24/2012 2:22"
"5277999,1343101944, 2012/7/24 3:52:24, Inactive,41114,0.161388889,0.098888889,7/24/2012 2:22"
"5278999,1343101945, 2012/7/24 3:52:25, Inactive,41114,0.161400463,0.098900463,7/24/2012 2:22"
"5280000,1343101946, 2012/7/24 3:52:26, Inactive,41114,0.161412037,0.098912037,7/24/2012 2:22"
"5280999,1343101947, 2012/7/24 3:52:27, Inactive,41114,0.161423611,0.098923611,7/24/2012 2:22"
"5281999,1343101948, 2012/7/24 3:52:28, Inactive,41114,0.161435185,0.098935185,7/24/2012 2:22"
"5282999,1343101949, 2012/7/24 3:52:29, Inactive,41114,0.161446759,0.098946759,7/24/2012 2:22"
"5283999,1343101950, 2012/7/24 3:52:30, Inactive,41114,0.161458333,0.098958333,7/24/2012 2:22"
"5284999,1343101951, 2012/7/24 3:52:31, Inactive,41114,0.161469907,0.098969907,7/24/2012 2:22"
"5285999,1343101952, 2012/7/24 3:52:32, Inactive,41114,0.161481481,0.098981481,7/24/2012 2:22"
"5287000,1343101953, 2012/7/24 3:52:33, Inactive,41114,0.161493056,0.098993056,7/24/2012 2:22"
"5287999,1343101954, 2012/7/24 3:52:34, Inactive,41114,0.16150463,0.09900463,7/24/2012 2:22"
"5288999,1343101955, 2012/7/24 3:52:35, Inactive,41114,0.161516204,0.099016204,7/24/2012 2:22"
"5289999,1343101956, 2012/7/24 3:52:36, Inactive,41114,0.161527778,0.099027778,7/24/2012 2:22"
"5290999,1343101957, 2012/7/24 3:52:37, Inactive,41114,0.161539352,0.099039352,7/24/2012 2:22"
"5291999,1343101958, 2012/7/24 3:52:38, Inactive,41114,0.161550926,0.099050926,7/24/2012 2:22"
"5292999,1343101959, 2012/7/24 3:52:39, Inactive,41114,0.1615625,0.0990625,7/24/2012 2:22"
"5294000,1343101960, 2012/7/24 3:52:40, Inactive,41114,0.161574074,0.099074074,7/24/2012 2:22"
"5294999,1343101961, 2012/7/24 3:52:41, Inactive,41114,0.161585648,0.099085648,7/24/2012 2:22"
"5295998,1343101962, 2012/7/24 3:52:42, Inactive,41114,0.161597222,0.099097222,7/24/2012 2:22"
"5296999,1343101963, 2012/7/24 3:52:43, Inactive,41114,0.161608796,0.099108796,7/24/2012 2:22"
"5297999,1343101964, 2012/7/24 3:52:44, Inactive,41114,0.16162037,0.09912037,7/24/2012 2:22"
"5298999,1343101965, 2012/7/24 3:52:45, Inactive,41114,0.161631944,0.099131944,7/24/2012 2:22"
"5299998,1343101966, 2012/7/24 3:52:46, Inactive,41114,0.161643519,0.099143519,7/24/2012 2:22"
"5300999,1343101967, 2012/7/24 3:52:47, Inactive,41114,0.161655093,0.099155093,7/24/2012 2:22"
"5301999,1343101968, 2012/7/24 3:52:48, Inactive,41114,0.161666667,0.099166667,7/24/2012 2:22"
"5303000,1343101969, 2012/7/24 3:52:49, Inactive,41114,0.161678241,0.099178241,7/24/2012 2:22"
"5303999,1343101970, 2012/7/24 3:52:50, Inactive,41114,0.161689815,0.099189815,7/24/2012 2:22"
"5304999,1343101971, 2012/7/24 3:52:51, Inactive,41114,0.161701389,0.099201389,7/24/2012 2:22"
"5305999,1343101972, 2012/7/24 3:52:52, Inactive,41114,0.161712963,0.099212963,7/24/2012 2:22"
"5306999,1343101973, 2012/7/24 3:52:53, Inactive,41114,0.161724537,0.099224537,7/24/2012 2:22"
"5307999,1343101974, 2012/7/24 3:52:54, Inactive,41114,0.161736111,0.099236111,7/24/2012 2:22"
"5308999,1343101975, 2012/7/24 3:52:55, Inactive,41114,0.161747685,0.099247685,7/24/2012 2:22"
"5309999,1343101976, 2012/7/24 3:52:56, Inactive,41114,0.161759259,0.099259259,7/24/2012 2:22"
"5310999,1343101977, 2012/7/24 3:52:57, Inactive,41114,0.161770833,0.099270833,7/24/2012 2:22"
"5312000,1343101978, 2012/7/24 3:52:58, Inactive,41114,0.161782407,0.099282407,7/24/2012 2:22"
"5312999,1343101979, 2012/7/24 3:52:59, Inactive,41114,0.161793981,0.099293981,7/24/2012 2:22"
"5313999,1343101980, 2012/7/24 3:53:0, Inactive,41114,0.161805556,0.099305556,7/24/2012 2:23"
"5314999,1343101981, 2012/7/24 3:53:1, Inactive,41114,0.16181713,0.09931713,7/24/2012 2:23"
"5315999,1343101982, 2012/7/24 3:53:2, Inactive,41114,0.161828704,0.099328704,7/24/2012 2:23"
"5316999,1343101983, 2012/7/24 3:53:3, Inactive,41114,0.161840278,0.099340278,7/24/2012 2:23"
"5317999,1343101984, 2012/7/24 3:53:4, Inactive,41114,0.161851852,0.099351852,7/24/2012 2:23"
"5319000,1343101985, 2012/7/24 3:53:5, Inactive,41114,0.161863426,0.099363426,7/24/2012 2:23"
"5319999,1343101986, 2012/7/24 3:53:6, Inactive,41114,0.161875,0.099375,7/24/2012 2:23"
"5320999,1343101987, 2012/7/24 3:53:7, Inactive,41114,0.161886574,0.099386574,7/24/2012 2:23"
"5321999,1343101988, 2012/7/24 3:53:8, Inactive,41114,0.161898148,0.099398148,7/24/2012 2:23"
"5322999,1343101989, 2012/7/24 3:53:9, Inactive,41114,0.161909722,0.099409722,7/24/2012 2:23"
"5323999,1343101990, 2012/7/24 3:53:10, Inactive,41114,0.161921296,0.099421296,7/24/2012 2:23"
"5324999,1343101991, 2012/7/24 3:53:11, Inactive,41114,0.16193287,0.09943287,7/24/2012 2:23"
"5325999,1343101992, 2012/7/24 3:53:12, Inactive,41114,0.161944444,0.099444444,7/24/2012 2:23"
"5326998,1343101993, 2012/7/24 3:53:13, Inactive,41114,0.161956019,0.099456019,7/24/2012 2:23"
"5327998,1343101994, 2012/7/24 3:53:14, Inactive,41114,0.161967593,0.099467593,7/24/2012 2:23"
"5328999,1343101995, 2012/7/24 3:53:15, Inactive,41114,0.161979167,0.099479167,7/24/2012 2:23"
"5329998,1343101996, 2012/7/24 3:53:16, Inactive,41114,0.161990741,0.099490741,7/24/2012 2:23"
"5330998,1343101997, 2012/7/24 3:53:17, Inactive,41114,0.162002315,0.099502315,7/24/2012 2:23"
"5331999,1343101998, 2012/7/24 3:53:18, Inactive,41114,0.162013889,0.099513889,7/24/2012 2:23"
"5332999,1343101999, 2012/7/24 3:53:19, Inactive,41114,0.162025463,0.099525463,7/24/2012 2:23"
"5333999,1343102000, 2012/7/24 3:53:20, Inactive,41114,0.162037037,0.099537037,7/24/2012 2:23"
"5334999,1343102001, 2012/7/24 3:53:21, Inactive,41114,0.162048611,0.099548611,7/24/2012 2:23"
"5335999,1343102002, 2012/7/24 3:53:22, Inactive,41114,0.162060185,0.099560185,7/24/2012 2:23"
"5336999,1343102003, 2012/7/24 3:53:23, Inactive,41114,0.162071759,0.099571759,7/24/2012 2:23"
"5337999,1343102004, 2012/7/24 3:53:24, Inactive,41114,0.162083333,0.099583333,7/24/2012 2:23"
"5338999,1343102005, 2012/7/24 3:53:25, Inactive,41114,0.162094907,0.099594907,7/24/2012 2:23"
"5339999,1343102006, 2012/7/24 3:53:26, Inactive,41114,0.162106481,0.099606481,7/24/2012 2:23"
"5340999,1343102007, 2012/7/24 3:53:27, Inactive,41114,0.162118056,0.099618056,7/24/2012 2:23"
"5342000,1343102008, 2012/7/24 3:53:28, Inactive,41114,0.16212963,0.09962963,7/24/2012 2:23"
"5342999,1343102009, 2012/7/24 3:53:29, Inactive,41114,0.162141204,0.099641204,7/24/2012 2:23"
"5343998,1343102010, 2012/7/24 3:53:30, Inactive,41114,0.162152778,0.099652778,7/24/2012 2:23"
"5344998,1343102011, 2012/7/24 3:53:31, Inactive,41114,0.162164352,0.099664352,7/24/2012 2:23"
"5345999,1343102012, 2012/7/24 3:53:32, Inactive,41114,0.162175926,0.099675926,7/24/2012 2:23"
"5346998,1343102013, 2012/7/24 3:53:33, Inactive,41114,0.1621875,0.0996875,7/24/2012 2:23"
"5347998,1343102014, 2012/7/24 3:53:34, Inactive,41114,0.162199074,0.099699074,7/24/2012 2:23"
"5348999,1343102015, 2012/7/24 3:53:35, Inactive,41114,0.162210648,0.099710648,7/24/2012 2:23"
"5349999,1343102016, 2012/7/24 3:53:36, Inactive,41114,0.162222222,0.099722222,7/24/2012 2:23"
"5351000,1343102017, 2012/7/24 3:53:37, Inactive,41114,0.162233796,0.099733796,7/24/2012 2:23"
"5351999,1343102018, 2012/7/24 3:53:38, Inactive,41114,0.16224537,0.09974537,7/24/2012 2:23"
"5352999,1343102019, 2012/7/24 3:53:39, Inactive,41114,0.162256944,0.099756944,7/24/2012 2:23"
"5353999,1343102020, 2012/7/24 3:53:40, Inactive,41114,0.162268519,0.099768519,7/24/2012 2:23"
"5354998,1343102021, 2012/7/24 3:53:41, Inactive,41114,0.162280093,0.099780093,7/24/2012 2:23"
"5355999,1343102022, 2012/7/24 3:53:42, Inactive,41114,0.162291667,0.099791667,7/24/2012 2:23"
"5356999,1343102023, 2012/7/24 3:53:43, Inactive,41114,0.162303241,0.099803241,7/24/2012 2:23"
"5357999,1343102024, 2012/7/24 3:53:44, Inactive,41114,0.162314815,0.099814815,7/24/2012 2:23"
"5358998,1343102025, 2012/7/24 3:53:45, Inactive,41114,0.162326389,0.099826389,7/24/2012 2:23"
"5360000,1343102026, 2012/7/24 3:53:46, Inactive,41114,0.162337963,0.099837963,7/24/2012 2:23"
"5360999,1343102027, 2012/7/24 3:53:47, Inactive,41114,0.162349537,0.099849537,7/24/2012 2:23"
"5361999,1343102028, 2012/7/24 3:53:48, Inactive,41114,0.162361111,0.099861111,7/24/2012 2:23"
"5362999,1343102029, 2012/7/24 3:53:49, Inactive,41114,0.162372685,0.099872685,7/24/2012 2:23"
"5363999,1343102030, 2012/7/24 3:53:50, Inactive,41114,0.162384259,0.099884259,7/24/2012 2:23"
"5365000,1343102031, 2012/7/24 3:53:51, Inactive,41114,0.162395833,0.099895833,7/24/2012 2:23"
"5365999,1343102032, 2012/7/24 3:53:52, Inactive,41114,0.162407407,0.099907407,7/24/2012 2:23"
"5366999,1343102033, 2012/7/24 3:53:53, Inactive,41114,0.162418981,0.099918981,7/24/2012 2:23"
"5367999,1343102034, 2012/7/24 3:53:54, Inactive,41114,0.162430556,0.099930556,7/24/2012 2:23"
"5368999,1343102035, 2012/7/24 3:53:55, Inactive,41114,0.16244213,0.09994213,7/24/2012 2:23"
"5369999,1343102036, 2012/7/24 3:53:56, Inactive,41114,0.162453704,0.099953704,7/24/2012 2:23"
"5370999,1343102037, 2012/7/24 3:53:57, Inactive,41114,0.162465278,0.099965278,7/24/2012 2:23"
"5371999,1343102038, 2012/7/24 3:53:58, Inactive,41114,0.162476852,0.099976852,7/24/2012 2:23"
"5372999,1343102039, 2012/7/24 3:53:59, Inactive,41114,0.162488426,0.099988426,7/24/2012 2:23"
"5374000,1343102040, 2012/7/24 3:54:0, Inactive,41114,0.1625,0.1,7/24/2012 2:24"
"5374999,1343102041, 2012/7/24 3:54:1, Inactive,41114,0.162511574,0.100011574,7/24/2012 2:24"
"5376000,1343102042, 2012/7/24 3:54:2, Inactive,41114,0.162523148,0.100023148,7/24/2012 2:24"
"5376999,1343102043, 2012/7/24 3:54:3, Inactive,41114,0.162534722,0.100034722,7/24/2012 2:24"
"5377998,1343102044, 2012/7/24 3:54:4, Inactive,41114,0.162546296,0.100046296,7/24/2012 2:24"
"5378999,1343102045, 2012/7/24 3:54:5, Inactive,41114,0.16255787,0.10005787,7/24/2012 2:24"
"5379999,1343102046, 2012/7/24 3:54:6, Inactive,41114,0.162569444,0.100069444,7/24/2012 2:24"
"5381000,1343102047, 2012/7/24 3:54:7, Inactive,41114,0.162581019,0.100081019,7/24/2012 2:24"
"5381999,1343102048, 2012/7/24 3:54:8, Inactive,41114,0.162592593,0.100092593,7/24/2012 2:24"
"5383000,1343102049, 2012/7/24 3:54:9, Inactive,41114,0.162604167,0.100104167,7/24/2012 2:24"
"5383999,1343102050, 2012/7/24 3:54:10, Inactive,41114,0.162615741,0.100115741,7/24/2012 2:24"
"5384999,1343102051, 2012/7/24 3:54:11, Inactive,41114,0.162627315,0.100127315,7/24/2012 2:24"
"5385999,1343102052, 2012/7/24 3:54:12, Inactive,41114,0.162638889,0.100138889,7/24/2012 2:24"
"5386999,1343102053, 2012/7/24 3:54:13, Inactive,41114,0.162650463,0.100150463,7/24/2012 2:24"
"5388000,1343102054, 2012/7/24 3:54:14, Inactive,41114,0.162662037,0.100162037,7/24/2012 2:24"
"5388999,1343102055, 2012/7/24 3:54:15, Inactive,41114,0.162673611,0.100173611,7/24/2012 2:24"
"5389999,1343102056, 2012/7/24 3:54:16, Inactive,41114,0.162685185,0.100185185,7/24/2012 2:24"
"5390998,1343102057, 2012/7/24 3:54:17, Inactive,41114,0.162696759,0.100196759,7/24/2012 2:24"
"5392000,1343102058, 2012/7/24 3:54:18, Inactive,41114,0.162708333,0.100208333,7/24/2012 2:24"
"5392999,1343102059, 2012/7/24 3:54:19, Inactive,41114,0.162719907,0.100219907,7/24/2012 2:24"
"5393999,1343102060, 2012/7/24 3:54:20, Inactive,41114,0.162731481,0.100231481,7/24/2012 2:24"
"5394999,1343102061, 2012/7/24 3:54:21, Inactive,41114,0.162743056,0.100243056,7/24/2012 2:24"
"5395999,1343102062, 2012/7/24 3:54:22, Inactive,41114,0.16275463,0.10025463,7/24/2012 2:24"
"5396999,1343102063, 2012/7/24 3:54:23, Inactive,41114,0.162766204,0.100266204,7/24/2012 2:24"
"5397999,1343102064, 2012/7/24 3:54:24, Inactive,41114,0.162777778,0.100277778,7/24/2012 2:24"
"5399000,1343102065, 2012/7/24 3:54:25, Inactive,41114,0.162789352,0.100289352,7/24/2012 2:24"
"5399999,1343102066, 2012/7/24 3:54:26, Inactive,41114,0.162800926,0.100300926,7/24/2012 2:24"
"5400999,1343102067, 2012/7/24 3:54:27, Inactive,41114,0.1628125,0.1003125,7/24/2012 2:24"
"5401999,1343102068, 2012/7/24 3:54:28, Inactive,41114,0.162824074,0.100324074,7/24/2012 2:24"
"5402998,1343102069, 2012/7/24 3:54:29, Inactive,41114,0.162835648,0.100335648,7/24/2012 2:24"
"5403998,1343102070, 2012/7/24 3:54:30, Inactive,41114,0.162847222,0.100347222,7/24/2012 2:24"
"5404999,1343102071, 2012/7/24 3:54:31, Inactive,41114,0.162858796,0.100358796,7/24/2012 2:24"
"5405999,1343102072, 2012/7/24 3:54:32, Inactive,41114,0.16287037,0.10037037,7/24/2012 2:24"
"5406999,1343102073, 2012/7/24 3:54:33, Inactive,41114,0.162881944,0.100381944,7/24/2012 2:24"
"5408000,1343102074, 2012/7/24 3:54:34, Inactive,41114,0.162893519,0.100393519,7/24/2012 2:24"
"5408998,1343102075, 2012/7/24 3:54:35, Inactive,41114,0.162905093,0.100405093,7/24/2012 2:24"
"5409999,1343102076, 2012/7/24 3:54:36, Inactive,41114,0.162916667,0.100416667,7/24/2012 2:24"
"5410999,1343102077, 2012/7/24 3:54:37, Inactive,41114,0.162928241,0.100428241,7/24/2012 2:24"
"5411999,1343102078, 2012/7/24 3:54:38, Inactive,41114,0.162939815,0.100439815,7/24/2012 2:24"
"5412999,1343102079, 2012/7/24 3:54:39, Inactive,41114,0.162951389,0.100451389,7/24/2012 2:24"
