"millis,stamp,datetime,motion,,,,"
"16288999,1343112963, 2012/7/24 6:56:3, Inactive,41114,0.288923611,0.226423611,7/24/2012 5:26"
"16289999,1343112964, 2012/7/24 6:56:4, Inactive,41114,0.288935185,0.226435185,7/24/2012 5:26"
"16290999,1343112965, 2012/7/24 6:56:5, Inactive,41114,0.288946759,0.226446759,7/24/2012 5:26"
"16291999,1343112966, 2012/7/24 6:56:6, Inactive,41114,0.288958333,0.226458333,7/24/2012 5:26"
"16292999,1343112967, 2012/7/24 6:56:7, Inactive,41114,0.288969907,0.226469907,7/24/2012 5:26"
"16293999,1343112968, 2012/7/24 6:56:8, Inactive,41114,0.288981481,0.226481481,7/24/2012 5:26"
"16295000,1343112969, 2012/7/24 6:56:9, Inactive,41114,0.288993056,0.226493056,7/24/2012 5:26"
"16295999,1343112970, 2012/7/24 6:56:10, Inactive,41114,0.28900463,0.22650463,7/24/2012 5:26"
"16296999,1343112971, 2012/7/24 6:56:11, Inactive,41114,0.289016204,0.226516204,7/24/2012 5:26"
"16297999,1343112972, 2012/7/24 6:56:12, Inactive,41114,0.289027778,0.226527778,7/24/2012 5:26"
"16298999,1343112973, 2012/7/24 6:56:13, Inactive,41114,0.289039352,0.226539352,7/24/2012 5:26"
"16299999,1343112974, 2012/7/24 6:56:14, Inactive,41114,0.289050926,0.226550926,7/24/2012 5:26"
"16300998,1343112975, 2012/7/24 6:56:15, Inactive,41114,0.2890625,0.2265625,7/24/2012 5:26"
"16302000,1343112976, 2012/7/24 6:56:16, Inactive,41114,0.289074074,0.226574074,7/24/2012 5:26"
"16302999,1343112977, 2012/7/24 6:56:17, Inactive,41114,0.289085648,0.226585648,7/24/2012 5:26"
"16304000,1343112978, 2012/7/24 6:56:18, Inactive,41114,0.289097222,0.226597222,7/24/2012 5:26"
"16304999,1343112979, 2012/7/24 6:56:19, Inactive,41114,0.289108796,0.226608796,7/24/2012 5:26"
"16305999,1343112980, 2012/7/24 6:56:20, Inactive,41114,0.28912037,0.22662037,7/24/2012 5:26"
"16306999,1343112981, 2012/7/24 6:56:21, Inactive,41114,0.289131944,0.226631944,7/24/2012 5:26"
"16307999,1343112982, 2012/7/24 6:56:22, Inactive,41114,0.289143519,0.226643519,7/24/2012 5:26"
"16308999,1343112983, 2012/7/24 6:56:23, Inactive,41114,0.289155093,0.226655093,7/24/2012 5:26"
"16309999,1343112984, 2012/7/24 6:56:24, Inactive,41114,0.289166667,0.226666667,7/24/2012 5:26"
"16310999,1343112985, 2012/7/24 6:56:25, Inactive,41114,0.289178241,0.226678241,7/24/2012 5:26"
"16311999,1343112986, 2012/7/24 6:56:26, Inactive,41114,0.289189815,0.226689815,7/24/2012 5:26"
"16312999,1343112987, 2012/7/24 6:56:27, Inactive,41114,0.289201389,0.226701389,7/24/2012 5:26"
"16313999,1343112988, 2012/7/24 6:56:28, Inactive,41114,0.289212963,0.226712963,7/24/2012 5:26"
"16314999,1343112989, 2012/7/24 6:56:29, Inactive,41114,0.289224537,0.226724537,7/24/2012 5:26"
"16315999,1343112990, 2012/7/24 6:56:30, Inactive,41114,0.289236111,0.226736111,7/24/2012 5:26"
"16316999,1343112991, 2012/7/24 6:56:31, Inactive,41114,0.289247685,0.226747685,7/24/2012 5:26"
"16317999,1343112992, 2012/7/24 6:56:32, Inactive,41114,0.289259259,0.226759259,7/24/2012 5:26"
"16318999,1343112993, 2012/7/24 6:56:33, Inactive,41114,0.289270833,0.226770833,7/24/2012 5:26"
"16320000,1343112994, 2012/7/24 6:56:34, Inactive,41114,0.289282407,0.226782407,7/24/2012 5:26"
"16320999,1343112995, 2012/7/24 6:56:35, Inactive,41114,0.289293981,0.226793981,7/24/2012 5:26"
"16321999,1343112996, 2012/7/24 6:56:36, Inactive,41114,0.289305556,0.226805556,7/24/2012 5:26"
"16322999,1343112997, 2012/7/24 6:56:37, Inactive,41114,0.28931713,0.22681713,7/24/2012 5:26"
"16323999,1343112998, 2012/7/24 6:56:38, Inactive,41114,0.289328704,0.226828704,7/24/2012 5:26"
"16325000,1343112999, 2012/7/24 6:56:39, Inactive,41114,0.289340278,0.226840278,7/24/2012 5:26"
"16325999,1343113000, 2012/7/24 6:56:40, Inactive,41114,0.289351852,0.226851852,7/24/2012 5:26"
"16327000,1343113001, 2012/7/24 6:56:41, Inactive,41114,0.289363426,0.226863426,7/24/2012 5:26"
"16327999,1343113002, 2012/7/24 6:56:42, Inactive,41114,0.289375,0.226875,7/24/2012 5:26"
"16328999,1343113003, 2012/7/24 6:56:43, Inactive,41114,0.289386574,0.226886574,7/24/2012 5:26"
"16329999,1343113004, 2012/7/24 6:56:44, Inactive,41114,0.289398148,0.226898148,7/24/2012 5:26"
"16330999,1343113005, 2012/7/24 6:56:45, Inactive,41114,0.289409722,0.226909722,7/24/2012 5:26"
"16331999,1343113006, 2012/7/24 6:56:46, Inactive,41114,0.289421296,0.226921296,7/24/2012 5:26"
"16332998,1343113007, 2012/7/24 6:56:47, Inactive,41114,0.28943287,0.22693287,7/24/2012 5:26"
"16333999,1343113008, 2012/7/24 6:56:48, Inactive,41114,0.289444444,0.226944444,7/24/2012 5:26"
"16334999,1343113009, 2012/7/24 6:56:49, Inactive,41114,0.289456019,0.226956019,7/24/2012 5:26"
"16336000,1343113010, 2012/7/24 6:56:50, Inactive,41114,0.289467593,0.226967593,7/24/2012 5:26"
"16336999,1343113011, 2012/7/24 6:56:51, Inactive,41114,0.289479167,0.226979167,7/24/2012 5:26"
"16337998,1343113012, 2012/7/24 6:56:52, Inactive,41114,0.289490741,0.226990741,7/24/2012 5:26"
"16338998,1343113013, 2012/7/24 6:56:53, Inactive,41114,0.289502315,0.227002315,7/24/2012 5:26"
"16339999,1343113014, 2012/7/24 6:56:54, Inactive,41114,0.289513889,0.227013889,7/24/2012 5:26"
"16340999,1343113015, 2012/7/24 6:56:55, Inactive,41114,0.289525463,0.227025463,7/24/2012 5:26"
"16341999,1343113016, 2012/7/24 6:56:56, Inactive,41114,0.289537037,0.227037037,7/24/2012 5:26"
"16343000,1343113017, 2012/7/24 6:56:57, Inactive,41114,0.289548611,0.227048611,7/24/2012 5:26"
"16343999,1343113018, 2012/7/24 6:56:58, Inactive,41114,0.289560185,0.227060185,7/24/2012 5:26"
"16344998,1343113019, 2012/7/24 6:56:59, Inactive,41114,0.289571759,0.227071759,7/24/2012 5:26"
"16345998,1343113020, 2012/7/24 6:57:0, Inactive,41114,0.289583333,0.227083333,7/24/2012 5:27"
"16346999,1343113021, 2012/7/24 6:57:1, Inactive,41114,0.289594907,0.227094907,7/24/2012 5:27"
"16347999,1343113022, 2012/7/24 6:57:2, Inactive,41114,0.289606481,0.227106481,7/24/2012 5:27"
"16348999,1343113023, 2012/7/24 6:57:3, Inactive,41114,0.289618056,0.227118056,7/24/2012 5:27"
"16349999,1343113024, 2012/7/24 6:57:4, Inactive,41114,0.28962963,0.22712963,7/24/2012 5:27"
"16350999,1343113025, 2012/7/24 6:57:5, Inactive,41114,0.289641204,0.227141204,7/24/2012 5:27"
"16352000,1343113026, 2012/7/24 6:57:6, Inactive,41114,0.289652778,0.227152778,7/24/2012 5:27"
"16352999,1343113027, 2012/7/24 6:57:7, Inactive,41114,0.289664352,0.227164352,7/24/2012 5:27"
"16353999,1343113028, 2012/7/24 6:57:8, Inactive,41114,0.289675926,0.227175926,7/24/2012 5:27"
"16354998,1343113029, 2012/7/24 6:57:9, Inactive,41114,0.2896875,0.2271875,7/24/2012 5:27"
"16355999,1343113030, 2012/7/24 6:57:10, Inactive,41114,0.289699074,0.227199074,7/24/2012 5:27"
"16356999,1343113031, 2012/7/24 6:57:11, Inactive,41114,0.289710648,0.227210648,7/24/2012 5:27"
"16357998,1343113032, 2012/7/24 6:57:12, Inactive,41114,0.289722222,0.227222222,7/24/2012 5:27"
"16359000,1343113033, 2012/7/24 6:57:13, Inactive,41114,0.289733796,0.227233796,7/24/2012 5:27"
"16359999,1343113034, 2012/7/24 6:57:14, Inactive,41114,0.28974537,0.22724537,7/24/2012 5:27"
"16360998,1343113035, 2012/7/24 6:57:15, Inactive,41114,0.289756944,0.227256944,7/24/2012 5:27"
"16361999,1343113036, 2012/7/24 6:57:16, Inactive,41114,0.289768519,0.227268519,7/24/2012 5:27"
"16362999,1343113037, 2012/7/24 6:57:17, Inactive,41114,0.289780093,0.227280093,7/24/2012 5:27"
"16363999,1343113038, 2012/7/24 6:57:18, Inactive,41114,0.289791667,0.227291667,7/24/2012 5:27"
"16364998,1343113039, 2012/7/24 6:57:19, Inactive,41114,0.289803241,0.227303241,7/24/2012 5:27"
"16365999,1343113040, 2012/7/24 6:57:20, Inactive,41114,0.289814815,0.227314815,7/24/2012 5:27"
"16366999,1343113041, 2012/7/24 6:57:21, Inactive,41114,0.289826389,0.227326389,7/24/2012 5:27"
"16368000,1343113042, 2012/7/24 6:57:22, Inactive,41114,0.289837963,0.227337963,7/24/2012 5:27"
"16368999,1343113043, 2012/7/24 6:57:23, Inactive,41114,0.289849537,0.227349537,7/24/2012 5:27"
"16369999,1343113044, 2012/7/24 6:57:24, Inactive,41114,0.289861111,0.227361111,7/24/2012 5:27"
"16370999,1343113045, 2012/7/24 6:57:25, Inactive,41114,0.289872685,0.227372685,7/24/2012 5:27"
"16371998,1343113046, 2012/7/24 6:57:26, Inactive,41114,0.289884259,0.227384259,7/24/2012 5:27"
"16373000,1343113047, 2012/7/24 6:57:27, Inactive,41114,0.289895833,0.227395833,7/24/2012 5:27"
"16373999,1343113048, 2012/7/24 6:57:28, Inactive,41114,0.289907407,0.227407407,7/24/2012 5:27"
"16375000,1343113049, 2012/7/24 6:57:29, Inactive,41114,0.289918981,0.227418981,7/24/2012 5:27"
"16375999,1343113050, 2012/7/24 6:57:30, Inactive,41114,0.289930556,0.227430556,7/24/2012 5:27"
"16376999,1343113051, 2012/7/24 6:57:31, Inactive,41114,0.28994213,0.22744213,7/24/2012 5:27"
"16377999,1343113052, 2012/7/24 6:57:32, Inactive,41114,0.289953704,0.227453704,7/24/2012 5:27"
"16378999,1343113053, 2012/7/24 6:57:33, Inactive,41114,0.289965278,0.227465278,7/24/2012 5:27"
"16379999,1343113054, 2012/7/24 6:57:34, Inactive,41114,0.289976852,0.227476852,7/24/2012 5:27"
"16380999,1343113055, 2012/7/24 6:57:35, Inactive,41114,0.289988426,0.227488426,7/24/2012 5:27"
"16381999,1343113056, 2012/7/24 6:57:36, Inactive,41114,0.29,0.2275,7/24/2012 5:27"
"16382999,1343113057, 2012/7/24 6:57:37, Inactive,41114,0.290011574,0.227511574,7/24/2012 5:27"
"16383998,1343113058, 2012/7/24 6:57:38, Inactive,41114,0.290023148,0.227523148,7/24/2012 5:27"
"16384999,1343113059, 2012/7/24 6:57:39, Inactive,41114,0.290034722,0.227534722,7/24/2012 5:27"
"16385999,1343113060, 2012/7/24 6:57:40, Inactive,41114,0.290046296,0.227546296,7/24/2012 5:27"
"16386999,1343113061, 2012/7/24 6:57:41, Inactive,41114,0.29005787,0.22755787,7/24/2012 5:27"
"16387999,1343113062, 2012/7/24 6:57:42, Inactive,41114,0.290069444,0.227569444,7/24/2012 5:27"
"16388999,1343113063, 2012/7/24 6:57:43, Inactive,41114,0.290081019,0.227581019,7/24/2012 5:27"
"16389999,1343113064, 2012/7/24 6:57:44, Inactive,41114,0.290092593,0.227592593,7/24/2012 5:27"
"16391000,1343113065, 2012/7/24 6:57:45, Inactive,41114,0.290104167,0.227604167,7/24/2012 5:27"
"16391999,1343113066, 2012/7/24 6:57:46, Inactive,41114,0.290115741,0.227615741,7/24/2012 5:27"
"16392999,1343113067, 2012/7/24 6:57:47, Inactive,41114,0.290127315,0.227627315,7/24/2012 5:27"
"16393999,1343113068, 2012/7/24 6:57:48, Inactive,41114,0.290138889,0.227638889,7/24/2012 5:27"
"16394999,1343113069, 2012/7/24 6:57:49, Inactive,41114,0.290150463,0.227650463,7/24/2012 5:27"
"16396000,1343113070, 2012/7/24 6:57:50, Inactive,41114,0.290162037,0.227662037,7/24/2012 5:27"
"16396999,1343113071, 2012/7/24 6:57:51, Inactive,41114,0.290173611,0.227673611,7/24/2012 5:27"
"16397999,1343113072, 2012/7/24 6:57:52, Inactive,41114,0.290185185,0.227685185,7/24/2012 5:27"
"16398999,1343113073, 2012/7/24 6:57:53, Inactive,41114,0.290196759,0.227696759,7/24/2012 5:27"
"16400000,1343113074, 2012/7/24 6:57:54, Inactive,41114,0.290208333,0.227708333,7/24/2012 5:27"
"16400999,1343113075, 2012/7/24 6:57:55, Inactive,41114,0.290219907,0.227719907,7/24/2012 5:27"
"16401999,1343113076, 2012/7/24 6:57:56, Inactive,41114,0.290231481,0.227731481,7/24/2012 5:27"
"16402999,1343113077, 2012/7/24 6:57:57, Inactive,41114,0.290243056,0.227743056,7/24/2012 5:27"
"16403999,1343113078, 2012/7/24 6:57:58, Inactive,41114,0.29025463,0.22775463,7/24/2012 5:27"
"16404999,1343113079, 2012/7/24 6:57:59, Inactive,41114,0.290266204,0.227766204,7/24/2012 5:27"
"16405999,1343113080, 2012/7/24 6:58:0, Inactive,41114,0.290277778,0.227777778,7/24/2012 5:28"
"16407000,1343113081, 2012/7/24 6:58:1, Inactive,41114,0.290289352,0.227789352,7/24/2012 5:28"
"16407999,1343113082, 2012/7/24 6:58:2, Inactive,41114,0.290300926,0.227800926,7/24/2012 5:28"
"16408999,1343113083, 2012/7/24 6:58:3, Inactive,41114,0.2903125,0.2278125,7/24/2012 5:28"
"16409999,1343113084, 2012/7/24 6:58:4, Inactive,41114,0.290324074,0.227824074,7/24/2012 5:28"
"16410999,1343113085, 2012/7/24 6:58:5, Inactive,41114,0.290335648,0.227835648,7/24/2012 5:28"
"16411999,1343113086, 2012/7/24 6:58:6, Inactive,41114,0.290347222,0.227847222,7/24/2012 5:28"
"16412999,1343113087, 2012/7/24 6:58:7, Inactive,41114,0.290358796,0.227858796,7/24/2012 5:28"
"16413999,1343113088, 2012/7/24 6:58:8, Inactive,41114,0.29037037,0.22787037,7/24/2012 5:28"
"16414999,1343113089, 2012/7/24 6:58:9, Inactive,41114,0.290381944,0.227881944,7/24/2012 5:28"
"16416000,1343113090, 2012/7/24 6:58:10, Inactive,41114,0.290393519,0.227893519,7/24/2012 5:28"
"16416999,1343113091, 2012/7/24 6:58:11, Inactive,41114,0.290405093,0.227905093,7/24/2012 5:28"
"16417999,1343113092, 2012/7/24 6:58:12, Inactive,41114,0.290416667,0.227916667,7/24/2012 5:28"
"16418999,1343113093, 2012/7/24 6:58:13, Inactive,41114,0.290428241,0.227928241,7/24/2012 5:28"
"16419999,1343113094, 2012/7/24 6:58:14, Inactive,41114,0.290439815,0.227939815,7/24/2012 5:28"
"16420999,1343113095, 2012/7/24 6:58:15, Inactive,41114,0.290451389,0.227951389,7/24/2012 5:28"
"16421998,1343113096, 2012/7/24 6:58:16, Inactive,41114,0.290462963,0.227962963,7/24/2012 5:28"
"16422999,1343113097, 2012/7/24 6:58:17, Inactive,41114,0.290474537,0.227974537,7/24/2012 5:28"
"16423999,1343113098, 2012/7/24 6:58:18, Inactive,41114,0.290486111,0.227986111,7/24/2012 5:28"
"16424998,1343113099, 2012/7/24 6:58:19, Inactive,41114,0.290497685,0.227997685,7/24/2012 5:28"
"16425999,1343113100, 2012/7/24 6:58:20, Inactive,41114,0.290509259,0.228009259,7/24/2012 5:28"
"16426999,1343113101, 2012/7/24 6:58:21, Inactive,41114,0.290520833,0.228020833,7/24/2012 5:28"
"16427999,1343113102, 2012/7/24 6:58:22, Inactive,41114,0.290532407,0.228032407,7/24/2012 5:28"
"16428999,1343113103, 2012/7/24 6:58:23, Inactive,41114,0.290543981,0.228043981,7/24/2012 5:28"
"16430000,1343113104, 2012/7/24 6:58:24, Inactive,41114,0.290555556,0.228055556,7/24/2012 5:28"
"16430999,1343113105, 2012/7/24 6:58:25, Inactive,41114,0.29056713,0.22806713,7/24/2012 5:28"
"16432000,1343113106, 2012/7/24 6:58:26, Inactive,41114,0.290578704,0.228078704,7/24/2012 5:28"
"16432999,1343113107, 2012/7/24 6:58:27, Inactive,41114,0.290590278,0.228090278,7/24/2012 5:28"
"16433999,1343113108, 2012/7/24 6:58:28, Inactive,41114,0.290601852,0.228101852,7/24/2012 5:28"
"16434999,1343113109, 2012/7/24 6:58:29, Inactive,41114,0.290613426,0.228113426,7/24/2012 5:28"
"16435999,1343113110, 2012/7/24 6:58:30, Inactive,41114,0.290625,0.228125,7/24/2012 5:28"
"16436999,1343113111, 2012/7/24 6:58:31, Inactive,41114,0.290636574,0.228136574,7/24/2012 5:28"
"16437999,1343113112, 2012/7/24 6:58:32, Inactive,41114,0.290648148,0.228148148,7/24/2012 5:28"
"16438999,1343113113, 2012/7/24 6:58:33, Inactive,41114,0.290659722,0.228159722,7/24/2012 5:28"
"16439999,1343113114, 2012/7/24 6:58:34, Inactive,41114,0.290671296,0.228171296,7/24/2012 5:28"
"16440999,1343113115, 2012/7/24 6:58:35, Inactive,41114,0.29068287,0.22818287,7/24/2012 5:28"
"16441999,1343113116, 2012/7/24 6:58:36, Inactive,41114,0.290694444,0.228194444,7/24/2012 5:28"
"16442999,1343113117, 2012/7/24 6:58:37, Inactive,41114,0.290706019,0.228206019,7/24/2012 5:28"
"16443999,1343113118, 2012/7/24 6:58:38, Inactive,41114,0.290717593,0.228217593,7/24/2012 5:28"
"16444999,1343113119, 2012/7/24 6:58:39, Inactive,41114,0.290729167,0.228229167,7/24/2012 5:28"
"16446000,1343113120, 2012/7/24 6:58:40, Inactive,41114,0.290740741,0.228240741,7/24/2012 5:28"
"16446999,1343113121, 2012/7/24 6:58:41, Inactive,41114,0.290752315,0.228252315,7/24/2012 5:28"
"16448000,1343113122, 2012/7/24 6:58:42, Inactive,41114,0.290763889,0.228263889,7/24/2012 5:28"
"16448999,1343113123, 2012/7/24 6:58:43, Inactive,41114,0.290775463,0.228275463,7/24/2012 5:28"
"16449999,1343113124, 2012/7/24 6:58:44, Inactive,41114,0.290787037,0.228287037,7/24/2012 5:28"
"16450999,1343113125, 2012/7/24 6:58:45, Inactive,41114,0.290798611,0.228298611,7/24/2012 5:28"
"16451999,1343113126, 2012/7/24 6:58:46, Inactive,41114,0.290810185,0.228310185,7/24/2012 5:28"
"16452999,1343113127, 2012/7/24 6:58:47, Inactive,41114,0.290821759,0.228321759,7/24/2012 5:28"
"16453998,1343113128, 2012/7/24 6:58:48, Inactive,41114,0.290833333,0.228333333,7/24/2012 5:28"
"16455000,1343113129, 2012/7/24 6:58:49, Inactive,41114,0.290844907,0.228344907,7/24/2012 5:28"
"16455999,1343113130, 2012/7/24 6:58:50, Inactive,41114,0.290856481,0.228356481,7/24/2012 5:28"
"16456999,1343113131, 2012/7/24 6:58:51, Inactive,41114,0.290868056,0.228368056,7/24/2012 5:28"
"16457999,1343113132, 2012/7/24 6:58:52, Inactive,41114,0.29087963,0.22837963,7/24/2012 5:28"
"16458999,1343113133, 2012/7/24 6:58:53, Inactive,41114,0.290891204,0.228391204,7/24/2012 5:28"
"16459999,1343113134, 2012/7/24 6:58:54, Inactive,41114,0.290902778,0.228402778,7/24/2012 5:28"
"16460999,1343113135, 2012/7/24 6:58:55, Inactive,41114,0.290914352,0.228414352,7/24/2012 5:28"
"16461999,1343113136, 2012/7/24 6:58:56, Inactive,41114,0.290925926,0.228425926,7/24/2012 5:28"
"16462999,1343113137, 2012/7/24 6:58:57, Inactive,41114,0.2909375,0.2284375,7/24/2012 5:28"
"16463998,1343113138, 2012/7/24 6:58:58, Inactive,41114,0.290949074,0.228449074,7/24/2012 5:28"
"16464999,1343113139, 2012/7/24 6:58:59, Inactive,41114,0.290960648,0.228460648,7/24/2012 5:28"
"16465999,1343113140, 2012/7/24 6:59:0, Inactive,41114,0.290972222,0.228472222,7/24/2012 5:29"
"16466999,1343113141, 2012/7/24 6:59:1, Inactive,41114,0.290983796,0.228483796,7/24/2012 5:29"
"16467999,1343113142, 2012/7/24 6:59:2, Inactive,41114,0.29099537,0.22849537,7/24/2012 5:29"
"16468999,1343113143, 2012/7/24 6:59:3, Inactive,41114,0.291006944,0.228506944,7/24/2012 5:29"
"16469999,1343113144, 2012/7/24 6:59:4, Inactive,41114,0.291018519,0.228518519,7/24/2012 5:29"
"16471000,1343113145, 2012/7/24 6:59:5, Inactive,41114,0.291030093,0.228530093,7/24/2012 5:29"
"16471999,1343113146, 2012/7/24 6:59:6, Inactive,41114,0.291041667,0.228541667,7/24/2012 5:29"
"16472998,1343113147, 2012/7/24 6:59:7, Inactive,41114,0.291053241,0.228553241,7/24/2012 5:29"
"16473999,1343113148, 2012/7/24 6:59:8, Inactive,41114,0.291064815,0.228564815,7/24/2012 5:29"
"16474999,1343113149, 2012/7/24 6:59:9, Inactive,41114,0.291076389,0.228576389,7/24/2012 5:29"
"16476000,1343113150, 2012/7/24 6:59:10, Inactive,41114,0.291087963,0.228587963,7/24/2012 5:29"
"16476999,1343113151, 2012/7/24 6:59:11, Inactive,41114,0.291099537,0.228599537,7/24/2012 5:29"
"16477999,1343113152, 2012/7/24 6:59:12, Inactive,41114,0.291111111,0.228611111,7/24/2012 5:29"
"16478998,1343113153, 2012/7/24 6:59:13, Inactive,41114,0.291122685,0.228622685,7/24/2012 5:29"
"16480000,1343113154, 2012/7/24 6:59:14, Inactive,41114,0.291134259,0.228634259,7/24/2012 5:29"
"16480999,1343113155, 2012/7/24 6:59:15, Inactive,41114,0.291145833,0.228645833,7/24/2012 5:29"
"16481999,1343113156, 2012/7/24 6:59:16, Inactive,41114,0.291157407,0.228657407,7/24/2012 5:29"
"16482999,1343113157, 2012/7/24 6:59:17, Inactive,41114,0.291168981,0.228668981,7/24/2012 5:29"
"16483998,1343113158, 2012/7/24 6:59:18, Inactive,41114,0.291180556,0.228680556,7/24/2012 5:29"
"16484999,1343113159, 2012/7/24 6:59:19, Inactive,41114,0.29119213,0.22869213,7/24/2012 5:29"
"16485999,1343113160, 2012/7/24 6:59:20, Inactive,41114,0.291203704,0.228703704,7/24/2012 5:29"
"16487000,1343113161, 2012/7/24 6:59:21, Inactive,41114,0.291215278,0.228715278,7/24/2012 5:29"
"16487999,1343113162, 2012/7/24 6:59:22, Inactive,41114,0.291226852,0.228726852,7/24/2012 5:29"
"16488999,1343113163, 2012/7/24 6:59:23, Inactive,41114,0.291238426,0.228738426,7/24/2012 5:29"
"16489999,1343113164, 2012/7/24 6:59:24, Inactive,41114,0.29125,0.22875,7/24/2012 5:29"
"16490998,1343113165, 2012/7/24 6:59:25, Inactive,41114,0.291261574,0.228761574,7/24/2012 5:29"
"16491999,1343113166, 2012/7/24 6:59:26, Inactive,41114,0.291273148,0.228773148,7/24/2012 5:29"
"16492999,1343113167, 2012/7/24 6:59:27, Inactive,41114,0.291284722,0.228784722,7/24/2012 5:29"
"16493999,1343113168, 2012/7/24 6:59:28, Inactive,41114,0.291296296,0.228796296,7/24/2012 5:29"
"16494999,1343113169, 2012/7/24 6:59:29, Active,41114,0.29130787,0.22880787,7/24/2012 5:29"
"16496000,1343113170, 2012/7/24 6:59:30, Active,41114,0.291319444,0.228819444,7/24/2012 5:29"
"16496999,1343113171, 2012/7/24 6:59:31, Active,41114,0.291331019,0.228831019,7/24/2012 5:29"
"16497998,1343113172, 2012/7/24 6:59:32, Active,41114,0.291342593,0.228842593,7/24/2012 5:29"
"16498999,1343113173, 2012/7/24 6:59:33, Active,41114,0.291354167,0.228854167,7/24/2012 5:29"
"16499999,1343113174, 2012/7/24 6:59:34, Active,41114,0.291365741,0.228865741,7/24/2012 5:29"
"16500999,1343113175, 2012/7/24 6:59:35, Active,41114,0.291377315,0.228877315,7/24/2012 5:29"
"16501999,1343113176, 2012/7/24 6:59:36, Active,41114,0.291388889,0.228888889,7/24/2012 5:29"
"16503000,1343113177, 2012/7/24 6:59:37, Active,41114,0.291400463,0.228900463,7/24/2012 5:29"
"16503999,1343113178, 2012/7/24 6:59:38, Active,41114,0.291412037,0.228912037,7/24/2012 5:29"
"16504999,1343113179, 2012/7/24 6:59:39, Active,41114,0.291423611,0.228923611,7/24/2012 5:29"
"16505999,1343113180, 2012/7/24 6:59:40, Active,41114,0.291435185,0.228935185,7/24/2012 5:29"
"16506999,1343113181, 2012/7/24 6:59:41, Active,41114,0.291446759,0.228946759,7/24/2012 5:29"
"16507999,1343113182, 2012/7/24 6:59:42, Active,41114,0.291458333,0.228958333,7/24/2012 5:29"
"16508999,1343113183, 2012/7/24 6:59:43, Inactive,41114,0.291469907,0.228969907,7/24/2012 5:29"
"16509998,1343113184, 2012/7/24 6:59:44, Inactive,41114,0.291481481,0.228981481,7/24/2012 5:29"
"16510999,1343113185, 2012/7/24 6:59:45, Inactive,41114,0.291493056,0.228993056,7/24/2012 5:29"
"16512000,1343113186, 2012/7/24 6:59:46, Inactive,41114,0.29150463,0.22900463,7/24/2012 5:29"
"16512999,1343113187, 2012/7/24 6:59:47, Inactive,41114,0.291516204,0.229016204,7/24/2012 5:29"
"16513999,1343113188, 2012/7/24 6:59:48, Inactive,41114,0.291527778,0.229027778,7/24/2012 5:29"
"16514999,1343113189, 2012/7/24 6:59:49, Inactive,41114,0.291539352,0.229039352,7/24/2012 5:29"
"16515999,1343113190, 2012/7/24 6:59:50, Inactive,41114,0.291550926,0.229050926,7/24/2012 5:29"
"16517000,1343113191, 2012/7/24 6:59:51, Inactive,41114,0.2915625,0.2290625,7/24/2012 5:29"
"16517999,1343113192, 2012/7/24 6:59:52, Inactive,41114,0.291574074,0.229074074,7/24/2012 5:29"
"16519000,1343113193, 2012/7/24 6:59:53, Inactive,41114,0.291585648,0.229085648,7/24/2012 5:29"
"16519999,1343113194, 2012/7/24 6:59:54, Inactive,41114,0.291597222,0.229097222,7/24/2012 5:29"
"16520999,1343113195, 2012/7/24 6:59:55, Inactive,41114,0.291608796,0.229108796,7/24/2012 5:29"
"16521999,1343113196, 2012/7/24 6:59:56, Inactive,41114,0.29162037,0.22912037,7/24/2012 5:29"
"16522999,1343113197, 2012/7/24 6:59:57, Inactive,41114,0.291631944,0.229131944,7/24/2012 5:29"
"16523999,1343113198, 2012/7/24 6:59:58, Inactive,41114,0.291643519,0.229143519,7/24/2012 5:29"
"16524999,1343113199, 2012/7/24 6:59:59, Inactive,41114,0.291655093,0.229155093,7/24/2012 5:29"
"16525999,1343113200, 2012/7/24 7:0:0, Inactive,41114,0.291666667,0.229166667,7/24/2012 5:30"
"16526999,1343113201, 2012/7/24 7:0:1, Inactive,41114,0.291678241,0.229178241,7/24/2012 5:30"
"16528000,1343113202, 2012/7/24 7:0:2, Inactive,41114,0.291689815,0.229189815,7/24/2012 5:30"
"16528999,1343113203, 2012/7/24 7:0:3, Inactive,41114,0.291701389,0.229201389,7/24/2012 5:30"
"16529999,1343113204, 2012/7/24 7:0:4, Inactive,41114,0.291712963,0.229212963,7/24/2012 5:30"
"16530998,1343113205, 2012/7/24 7:0:5, Inactive,41114,0.291724537,0.229224537,7/24/2012 5:30"
"16531999,1343113206, 2012/7/24 7:0:6, Inactive,41114,0.291736111,0.229236111,7/24/2012 5:30"
"16532999,1343113207, 2012/7/24 7:0:7, Inactive,41114,0.291747685,0.229247685,7/24/2012 5:30"
"16533999,1343113208, 2012/7/24 7:0:8, Inactive,41114,0.291759259,0.229259259,7/24/2012 5:30"
"16535000,1343113209, 2012/7/24 7:0:9, Inactive,41114,0.291770833,0.229270833,7/24/2012 5:30"
"16535999,1343113210, 2012/7/24 7:0:10, Inactive,41114,0.291782407,0.229282407,7/24/2012 5:30"
"16536998,1343113211, 2012/7/24 7:0:11, Inactive,41114,0.291793981,0.229293981,7/24/2012 5:30"
"16537999,1343113212, 2012/7/24 7:0:12, Inactive,41114,0.291805556,0.229305556,7/24/2012 5:30"
